"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060326","GO:0060326","cell chemotaxis","13/72","319/18903",2.04770216062885e-10,6.69998158166733e-09,3.09915384772968e-09,"TGFB2/CCL7/IL10/IL1B/LGALS9/THBS1/ITGB2/CCR2/KIT/CD74/EPHA2/KLRK1/NOTCH1",13
"GO:0002819","GO:0002819","regulation of adaptive immune response","11/72","198/18903",2.18223653171424e-10,7.0541453187823e-09,3.26297637398997e-09,"IL10/IL1B/TNFSF4/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/CCR2/CD40/CD4",11
"GO:0001667","GO:0001667","ameboidal-type cell migration","15/72","492/18903",4.08113779399196e-10,1.30353484539053e-08,6.02965095127383e-09,"TGFB2/WNT11/EGF/KITLG/FN1/THBS1/CDH5/EFNA1/EFNB1/EFNB2/KIT/CD40/EPHA2/EPHB4/NOTCH1",15
"GO:1903706","GO:1903706","regulation of hemopoiesis","14/72","413/18903",4.28252210117178e-10,1.35176550558163e-08,6.25274743935794e-09,"IL7/IL10/TNFSF4/KITLG/LGALS9/HLA-B/HLA-DRA/HLA-DRB1/JAG1/CCR2/CD27/CD74/CD4/NOTCH2",14
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","15/72","496/18903",4.56331434045172e-10,1.42364795063162e-08,6.5852479894646e-09,"CCL7/IL7/IL1A/IL1B/CD70/FZD4/CCR2/IL1R2/IL17RB/TNFRSF4/CD44/KIT/CD74/CD4/NOTCH1",15
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","9/72","117/18903",5.99287117024785e-10,1.8481463620431e-08,8.54881440982724e-09,"EGF/IL1B/KITLG/THBS1/FZD4/FZD8/EGFR/KIT/CD40",9
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","9/72","119/18903",6.97636926979984e-10,2.07973319454144e-08,9.62004604572399e-09,"IL1B/TNFSF4/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/CD40/KLRK1",9
"GO:0032609","GO:0032609","interferon-gamma production","9/72","119/18903",6.97636926979984e-10,2.07973319454144e-08,9.62004604572399e-09,"IL10/IL1B/TNFSF4/LGALS9/HLA-A/HLA-DPA1/HLA-DRB1/CCR2/KLRK1",9
"GO:0032649","GO:0032649","regulation of interferon-gamma production","9/72","119/18903",6.97636926979984e-10,2.07973319454144e-08,9.62004604572399e-09,"IL10/IL1B/TNFSF4/LGALS9/HLA-A/HLA-DPA1/HLA-DRB1/CCR2/KLRK1",9
"GO:0007409","GO:0007409","axonogenesis","14/72","438/18903",9.18317974829063e-10,2.70752431479822e-08,1.25239663658006e-08,"SPP1/FN1/APP/CDH1/EFNA1/EFNA5/EFNB1/EFNB2/EPHA2/EPHA3/EPHB4/NOTCH1/NOTCH2/NOTCH3",14
"GO:0048013","GO:0048013","ephrin receptor signaling pathway","7/72","52/18903",1.00676687913692e-09,2.93603862687429e-08,1.3580985703689e-08,"EFNA1/EFNA5/EFNB1/EFNB2/EPHA2/EPHA3/EPHB4",7
"GO:0031589","GO:0031589","cell-substrate adhesion","13/72","369/18903",1.21424774770017e-09,3.50303946997801e-08,1.62037135771194e-08,"FN1/COL1A1/THBS1/EFNA1/EFNA5/ITGB2/JAG1/FZD4/FZD7/CD44/CD36/EPHA3/NOTCH1",13
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","8/72","87/18903",1.36504697693073e-09,3.89619259479272e-08,1.80222887547742e-08,"LGALS9/ICAM1/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",8
"GO:0007411","GO:0007411","axon guidance","11/72","236/18903",1.4076840723179e-09,3.97559617476729e-08,1.83895791829674e-08,"APP/EFNA1/EFNA5/EFNB1/EFNB2/EPHA2/EPHA3/EPHB4/NOTCH1/NOTCH2/NOTCH3",11
"GO:0097485","GO:0097485","neuron projection guidance","11/72","237/18903",1.47180383782209e-09,4.1133851009132e-08,1.90269377718448e-08,"APP/EFNA1/EFNA5/EFNB1/EFNB2/EPHA2/EPHA3/EPHB4/NOTCH1/NOTCH2/NOTCH3",11
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","8/72","89/18903",1.63992627468947e-09,4.5360022628782e-08,2.0981802255658e-08,"IL1B/TNFSF4/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/CCR2",8
"GO:0030595","GO:0030595","leukocyte chemotaxis","11/72","240/18903",1.6801734847349e-09,4.59990353014667e-08,2.12773849463206e-08,"TGFB2/CCL7/IL10/IL1B/LGALS9/THBS1/ITGB2/CCR2/KIT/CD74/KLRK1",11
"GO:0060485","GO:0060485","mesenchyme development","12/72","313/18903",2.17692801704648e-09,5.89969481791486e-08,2.72897196395301e-08,"TGFB2/WNT11/IGF1/IL1B/KITLG/FN1/COL1A1/EFNA1/EFNB1/JAG1/EPHA3/NOTCH1",12
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","7/72","60/18903",2.83707365526599e-09,7.61186861707865e-08,3.52095772585116e-08,"IL1B/TNFSF4/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1",7
"GO:0032642","GO:0032642","regulation of chemokine production","8/72","98/18903",3.5561632169314e-09,9.44671872378906e-08,4.36968883039304e-08,"IL7/IL10/IL1B/TNFSF4/LGALS9/APP/CD74/EPHA2",8
"GO:0032602","GO:0032602","chemokine production","8/72","99/18903",3.85713559877505e-09,1.01107833977669e-07,4.67685961353833e-08,"IL7/IL10/IL1B/TNFSF4/LGALS9/APP/CD74/EPHA2",8
"GO:0061564","GO:0061564","axon development","14/72","490/18903",3.88151580309352e-09,1.01107833977669e-07,4.67685961353833e-08,"SPP1/FN1/APP/CDH1/EFNA1/EFNA5/EFNB1/EFNB2/EPHA2/EPHA3/EPHB4/NOTCH1/NOTCH2/NOTCH3",14
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","9/72","148/18903",4.842146264371e-09,1.24918061801033e-07,5.77822919604596e-08,"CCL7/IL1A/KITLG/LGALS9/THBS1/APP/ICAM1/CCR2/CD74",9
"GO:0031341","GO:0031341","regulation of cell killing","8/72","102/18903",4.89616471611723e-09,1.25108666031834e-07,5.78704581483932e-08,"LGALS9/ICAM1/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",8
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","7/72","66/18903",5.61844952146049e-09,1.42210377981873e-07,6.57810524905851e-08,"COL1A1/THBS1/EFNA5/JAG1/FZD4/FZD7/NOTCH1",7
"GO:0046718","GO:0046718","viral entry into host cell","9/72","151/18903",5.77739515760434e-09,1.44866833718247e-07,6.70098267665078e-08,"LGALS9/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4",9
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","10/72","207/18903",5.92495005860813e-09,1.47191120437459e-07,6.80849524278653e-08,"IL10/TNFSF4/CD40LG/LGALS9/ICAM1/HLA-DRA/HLA-DRB1/CD74/CD40/NOTCH2",10
"GO:0045765","GO:0045765","regulation of angiogenesis","12/72","349/18903",7.38817094186772e-09,1.81857455385606e-07,8.41202659629362e-08,"TGFB2/IL10/IL1A/IL1B/COL4A2/THBS1/THBS2/CDH5/EFNA1/CCR2/CD40/EPHA2",12
"GO:0042113","GO:0042113","B cell activation","12/72","350/18903",7.62781300746163e-09,1.8604929362745e-07,8.60592491463852e-08,"IL7/IL10/CD70/TNFSF4/CD40LG/ICOSLG/CD27/TNFRSF4/KIT/CD74/CD40/NOTCH2",12
"GO:0044409","GO:0044409","entry into host","9/72","158/18903",8.59919017690569e-09,2.07852497699441e-07,9.61445729594292e-08,"LGALS9/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4",9
"GO:1901342","GO:1901342","regulation of vasculature development","12/72","355/18903",8.93431280239249e-09,2.14024654007313e-07,9.8999575131774e-08,"TGFB2/IL10/IL1A/IL1B/COL4A2/THBS1/THBS2/CDH5/EFNA1/CCR2/CD40/EPHA2",12
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","7/72","73/18903",1.15092615961059e-08,2.72426311763496e-07,1.26013936312126e-07,"TNFSF4/LGALS9/HLA-A/HLA-E/HLA-DRA/HLA-DRB1/CCR2",7
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","10/72","222/18903",1.15753259564065e-08,2.72426311763496e-07,1.26013936312126e-07,"FN1/COL1A1/THBS1/EFNA5/JAG1/FZD4/FZD7/CD36/EPHA3/NOTCH1",10
"GO:0010631","GO:0010631","epithelial cell migration","12/72","366/18903",1.25429113797633e-08,2.9164062809847e-07,1.34901740207582e-07,"TGFB2/EGF/KITLG/THBS1/CDH5/EFNA1/EFNB2/KIT/CD40/EPHA2/EPHB4/NOTCH1",12
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","10/72","224/18903",1.26091363620658e-08,2.9164062809847e-07,1.34901740207582e-07,"TGFB2/IGF1/IL7/IL1A/IL1B/CD70/KITLG/THBS1/ICAM1/CD27",10
"GO:0002683","GO:0002683","negative regulation of immune system process","13/72","449/18903",1.27825653016155e-08,2.93124980378072e-07,1.35588344494869e-07,"TGFB2/IL10/TNFSF4/KITLG/LGALS9/THBS1/HLA-A/HLA-B/HLA-E/HLA-DRB1/CCR2/CD74/KLRK1",13
"GO:0090132","GO:0090132","epithelium migration","12/72","369/18903",1.3731731686856e-08,3.12222339964701e-07,1.44422048695836e-07,"TGFB2/EGF/KITLG/THBS1/CDH5/EFNA1/EFNB2/KIT/CD40/EPHA2/EPHB4/NOTCH1",12
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","9/72","169/18903",1.54811563399839e-08,3.47888767916759e-07,1.60919966798305e-07,"TGFB2/WNT11/IGF1/IL1B/COL1A1/EFNA1/JAG1/EPHA3/NOTCH1",9
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","10/72","229/18903",1.55596914461465e-08,3.47888767916759e-07,1.60919966798305e-07,"EGF/IL1B/CD40LG/KITLG/THBS1/FZD4/FZD8/EGFR/KIT/CD40",10
"GO:0090130","GO:0090130","tissue migration","12/72","374/18903",1.5939815270193e-08,3.53442350164692e-07,1.63488840396325e-07,"TGFB2/EGF/KITLG/THBS1/CDH5/EFNA1/EFNB2/KIT/CD40/EPHA2/EPHB4/NOTCH1",12
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","7/72","77/18903",1.6783325328078e-08,3.68666465324725e-07,1.70530930662005e-07,"IL1B/TNFSF4/LGALS9/HLA-A/HLA-DPA1/CCR2/KLRK1",7
"GO:0002685","GO:0002685","regulation of leukocyte migration","10/72","231/18903",1.69012207360944e-08,3.68666465324725e-07,1.70530930662005e-07,"CCL7/IL1A/KITLG/LGALS9/THBS1/APP/ICAM1/CCR2/CD74/KLRK1",10
"GO:0031295","GO:0031295","T cell costimulation","6/72","45/18903",1.78817975537038e-08,3.86910184166026e-07,1.7896977347892e-07,"TNFSF4/CD40LG/EFNB1/EFNB2/ICOS/KLRK1",6
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","7/72","79/18903",2.01090213645139e-08,4.30962612162213e-07,1.99346732737999e-07,"IL1B/TNFSF4/HLA-A/HLA-E/KIT/CD36/CD74",7
"GO:0002698","GO:0002698","negative regulation of immune effector process","8/72","122/18903",2.02390194306518e-08,4.30962612162213e-07,1.99346732737999e-07,"TGFB2/IL10/TNFSF4/LGALS9/HLA-A/HLA-B/HLA-E/CCR2",8
"GO:0002274","GO:0002274","myeloid leukocyte activation","10/72","237/18903",2.15605300150056e-08,4.55487417561102e-07,2.10690964672123e-07,"IL10/LGALS9/FN1/THBS1/APP/ITGB2/CCR2/KIT/CD74/NOTCH2",10
"GO:0032635","GO:0032635","interleukin-6 production","9/72","176/18903",2.20333763062938e-08,4.58260066897568e-07,2.11973485639497e-07,"IL10/IL1A/IL1B/TNFSF4/LGALS9/APP/HLA-B/CD36/CD74",9
"GO:0032675","GO:0032675","regulation of interleukin-6 production","9/72","176/18903",2.20333763062938e-08,4.58260066897568e-07,2.11973485639497e-07,"IL10/IL1A/IL1B/TNFSF4/LGALS9/APP/HLA-B/CD36/CD74",9
"GO:0031294","GO:0031294","lymphocyte costimulation","6/72","47/18903",2.34326072166545e-08,4.83612962786801e-07,2.23700760392192e-07,"TNFSF4/CD40LG/EFNB1/EFNB2/ICOS/KLRK1",6
"GO:0097529","GO:0097529","myeloid leukocyte migration","10/72","242/18903",2.62759921955103e-08,5.38156389775223e-07,2.48930452378519e-07,"TGFB2/CCL7/IL1A/IL1B/KITLG/THBS1/ITGB2/CCR2/KIT/CD74",10
"GO:0050673","GO:0050673","epithelial cell proliferation","13/72","481/18903",2.88031368877165e-08,5.85445577801085e-07,2.70804612365372e-07,"TGFB2/EGF/IGF1/IL10/THBS1/EFNB2/JAG1/FZD7/EGFR/KIT/EPHA2/NOTCH1/NOTCH2",13
"GO:0044000","GO:0044000","movement in host","9/72","183/18903",3.08939975860535e-08,6.23222522732192e-07,2.88278774467409e-07,"LGALS9/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4",9
"GO:0032640","GO:0032640","tumor necrosis factor production","9/72","184/18903",3.23850783055857e-08,6.43623445139899e-07,2.97715456703981e-07,"IGF1/IL10/IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",9
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","9/72","184/18903",3.23850783055857e-08,6.43623445139899e-07,2.97715456703981e-07,"IGF1/IL10/IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",9
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","8/72","130/18903",3.33241977210959e-08,6.57417812394855e-07,3.04096200566347e-07,"IL7/IL10/TNFSF4/LGALS9/HLA-DRA/HLA-DRB1/CD27/CD74",8
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","5/72","25/18903",3.4855590211637e-08,6.82609843341766e-07,3.15749065382405e-07,"TNFSF4/LGALS9/HLA-A/HLA-E/CCR2",5
"GO:0043405","GO:0043405","regulation of MAP kinase activity","9/72","186/18903",3.55570539634751e-08,6.91301273797129e-07,3.19769386902648e-07,"EGF/IL1B/KITLG/THBS1/FZD4/FZD8/EGFR/KIT/CD40",9
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","9/72","189/18903",4.08238981641373e-08,7.82360848388431e-07,3.61890044627954e-07,"IGF1/IL10/IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",9
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/72","189/18903",4.08238981641373e-08,7.82360848388431e-07,3.61890044627954e-07,"IGF1/IL10/IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",9
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","8/72","134/18903",4.22386873655819e-08,8.0373332058054e-07,3.71776128436141e-07,"LGALS9/ICAM1/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",8
"GO:0034329","GO:0034329","cell junction assembly","12/72","430/18903",7.37177697143024e-08,1.39285053622164e-06,6.44279099282153e-07,"WNT11/IL1B/FN1/THBS1/THBS2/APP/CDH1/CDH5/EFNA5/EFNB2/EPHA2/EPHA3",12
"GO:0051701","GO:0051701","biological process involved in interaction with host","9/72","203/18903",7.54692395089826e-08,1.4159718154028e-06,6.54974113957236e-07,"LGALS9/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4",9
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","12/72","436/18903",8.5698782861884e-08,1.59673496123913e-06,7.38588194401763e-07,"IGF1/IL10/SPP1/LGALS9/THBS1/CDH5/HLA-A/HLA-B/HLA-E/HLA-DRB1/KLRK1/NOTCH1",12
"GO:0048103","GO:0048103","somatic stem cell division","4/72","12/18903",9.35719252382083e-08,1.73140327871802e-06,8.00880579715772e-07,"TGFB2/FZD7/KIT/NOTCH1",4
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","6/72","59/18903",9.48568968938187e-08,1.74315790661723e-06,8.06317818585525e-07,"HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",6
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","7/72","99/18903",9.72320555217192e-08,1.77465037391002e-06,8.20885022986802e-07,"IL1A/IL1B/TNFSF4/LGALS9/APP/CD36/CD74",7
"GO:0042060","GO:0042060","wound healing","12/72","442/18903",9.9394692676709e-08,1.80186459764602e-06,8.33473276428449e-07,"TGFB2/IGF1/IL1A/CD40LG/FN1/COL1A1/THBS1/FZD7/CD44/CD36/CD40/NOTCH2",12
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","9/72","210/18903",1.00868074320661e-07,1.81630230471365e-06,8.40151604550051e-07,"IL7/IL10/TNFSF4/LGALS9/HLA-DRA/HLA-DRB1/CCR2/CD27/CD74",9
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","5/72","31/18903",1.0950931367055e-07,1.95875659052058e-06,9.06045479421606e-07,"HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1",5
"GO:0042100","GO:0042100","B cell proliferation","7/72","104/18903",1.36672125354845e-07,2.4284192869341e-06,1.12329338301403e-06,"IL7/IL10/CD70/CD40LG/TNFRSF4/CD74/CD40",7
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","7/72","105/18903",1.45993774479948e-07,2.57698221664277e-06,1.19201288166107e-06,"IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",7
"GO:0001818","GO:0001818","negative regulation of cytokine production","11/72","371/18903",1.48658828045262e-07,2.60687343559109e-06,1.20583941015042e-06,"TGFB2/WNT11/IGF1/IL10/TNFSF4/LGALS9/FN1/THBS1/HLA-DRB1/IL1R2/EPHA2",11
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","7/72","107/18903",1.66253628438952e-07,2.89648366949161e-06,1.33980196807604e-06,"TGFB2/IL1B/COL1A1/EFNA1/JAG1/EPHA3/NOTCH1",7
"GO:0031343","GO:0031343","positive regulation of cell killing","6/72","66/18903",1.87311004098228e-07,3.18644009533181e-06,1.47392466108096e-06,"HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",6
"GO:0072577","GO:0072577","endothelial cell apoptotic process","6/72","66/18903",1.87311004098228e-07,3.18644009533181e-06,1.47392466108096e-06,"IL10/CD40LG/THBS1/CDH5/ICAM1/CD40",6
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","4/72","14/18903",1.8813615883779e-07,3.18644009533181e-06,1.47392466108096e-06,"LGALS9/HLA-DRB1/CD74/CD4",4
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","4/72","14/18903",1.8813615883779e-07,3.18644009533181e-06,1.47392466108096e-06,"LGALS9/HLA-DRB1/CD74/CD4",4
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","7/72","109/18903",1.88834877062154e-07,3.18644009533181e-06,1.47392466108096e-06,"IL1A/LGALS9/THBS1/APP/HLA-E/CCR2/CD36",7
"GO:0032633","GO:0032633","interleukin-4 production","5/72","35/18903",2.06769542445653e-07,3.44573094647011e-06,1.59386263840095e-06,"TNFSF4/CD40LG/LGALS9/HLA-E/HLA-DRB1",5
"GO:0032673","GO:0032673","regulation of interleukin-4 production","5/72","35/18903",2.06769542445653e-07,3.44573094647011e-06,1.59386263840095e-06,"TNFSF4/CD40LG/LGALS9/HLA-E/HLA-DRB1",5
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","10/72","307/18903",2.42923916308556e-07,4.02323992256701e-06,1.86099608400122e-06,"LGALS9/FN1/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4",10
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","4/72","15/18903",2.55811406888563e-07,4.21068714528843e-06,1.94770196139242e-06,"THBS1/HLA-DRA/HLA-DRB1/CD74",4
"GO:0032722","GO:0032722","positive regulation of chemokine production","6/72","70/18903",2.67084952890449e-07,4.36944468661632e-06,2.02113709536483e-06,"IL7/IL1B/TNFSF4/LGALS9/APP/CD74",6
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","7/72","115/18903",2.72691132923544e-07,4.43412308869011e-06,2.05105483710914e-06,"TNFSF4/LGALS9/HLA-A/HLA-E/HLA-DRA/HLA-DRB1/CCR2",7
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","7/72","117/18903",3.06816100942171e-07,4.95896143872196e-06,2.2938248764161e-06,"IL7/TNFSF4/LGALS9/HLA-DRA/HLA-DRB1/CD27/CD74",7
"GO:0019058","GO:0019058","viral life cycle","10/72","319/18903",3.4575240482859e-07,5.55481258775513e-06,2.5694427059118e-06,"LGALS9/EFNB2/ICAM1/HLA-DRB1/EGFR/TNFRSF4/CD74/EPHA2/CD4/NOTCH1",10
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","8/72","177/18903",3.6230769727432e-07,5.75353768573639e-06,2.66136529473418e-06,"THBS1/CDH5/EFNA1/EFNB2/CD40/EPHA2/EPHB4/NOTCH1",8
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","5/72","39/18903",3.62410685385557e-07,5.75353768573639e-06,2.66136529473418e-06,"TGFB2/WNT11/LGALS9/FN1/THBS1",5
"GO:0045580","GO:0045580","regulation of T cell differentiation","8/72","179/18903",3.947144358468e-07,6.22952253751156e-06,2.88153758429336e-06,"IL7/TNFSF4/LGALS9/HLA-DRA/HLA-DRB1/CCR2/CD27/CD74",8
"GO:0002637","GO:0002637","regulation of immunoglobulin production","6/72","76/18903",4.3739953216962e-07,6.83996367183623e-06,3.16390417996152e-06,"IL10/TNFSF4/CD40LG/HLA-E/TNFRSF4/CD40",6
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","4/72","17/18903",4.4346834113308e-07,6.83996367183623e-06,3.16390417996152e-06,"TGFB2/JAG1/NOTCH1/NOTCH2",4
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","4/72","17/18903",4.4346834113308e-07,6.83996367183623e-06,3.16390417996152e-06,"HLA-A/HLA-B/HLA-C/HLA-E",4
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","11/72","414/18903",4.43590636936081e-07,6.83996367183623e-06,3.16390417996152e-06,"TGFB2/EGF/IGF1/IL10/THBS1/EFNB2/JAG1/FZD7/EGFR/NOTCH1/NOTCH2",11
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","5/72","41/18903",4.68929852603336e-07,7.14851587803835e-06,3.3066285659051e-06,"HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1",5
"GO:1905314","GO:1905314","semi-lunar valve development","5/72","41/18903",4.68929852603336e-07,7.14851587803835e-06,3.3066285659051e-06,"TGFB2/EFNA1/JAG1/NOTCH1/NOTCH2",5
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","5/72","42/18903",5.30728390549646e-07,7.99968692047584e-06,3.70034756036684e-06,"TNFSF4/CD40LG/LGALS9/CD36/CD40",5
"GO:0071604","GO:0071604","transforming growth factor beta production","5/72","42/18903",5.30728390549646e-07,7.99968692047584e-06,3.70034756036684e-06,"TGFB2/WNT11/LGALS9/FN1/THBS1",5
"GO:0001704","GO:0001704","formation of primary germ layer","7/72","127/18903",5.36390549608405e-07,8.03986505362765e-06,3.71893241980776e-06,"WNT11/FN1/COL4A2/COL6A1/ITGB2/FZD7/EPHA2",7
"GO:0048844","GO:0048844","artery morphogenesis","6/72","79/18903",5.51157531375652e-07,8.21530920378264e-06,3.8000861373795e-06,"TGFB2/WNT11/EFNB2/JAG1/NOTCH1/NOTCH3",6
"GO:0035234","GO:0035234","ectopic germ cell programmed cell death","4/72","18/18903",5.68533998775129e-07,8.42749568350095e-06,3.89823544376782e-06,"IL1A/IL1B/KITLG/KIT",4
"GO:0001906","GO:0001906","cell killing","8/72","189/18903",5.96671416716674e-07,8.74792027896631e-06,4.04645154045993e-06,"LGALS9/ICAM1/HLA-A/HLA-B/HLA-E/HLA-DRA/HLA-DRB1/KLRK1",8
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","8/72","189/18903",5.96671416716674e-07,8.74792027896631e-06,4.04645154045993e-06,"IL1A/IL1B/LGALS9/HLA-DRB1/CD36/CD74/CD40/CD4",8
"GO:0050777","GO:0050777","negative regulation of immune response","8/72","190/18903",6.21020716755325e-07,9.05542708181814e-06,4.18869236301217e-06,"IL10/TNFSF4/LGALS9/HLA-A/HLA-B/HLA-E/HLA-DRB1/CCR2",8
"GO:0001503","GO:0001503","ossification","11/72","429/18903",6.30295266497897e-07,9.13609277668824e-06,4.22600521165052e-06,"TGFB2/WNT11/IGF1/SPP1/COL1A1/COL1A2/COL6A1/JAG1/EGFR/EPHA2/NOTCH1",11
"GO:0071216","GO:0071216","cellular response to biotic stimulus","9/72","261/18903",6.3336312205144e-07,9.13609277668824e-06,4.22600521165052e-06,"IL10/IL1A/IL1B/TNFSF4/EFNB2/CD36/KLRK1/NOTCH1/NOTCH2",9
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","5/72","44/18903",6.73564446177761e-07,9.66402892564136e-06,4.47020817361993e-06,"TNFSF4/LGALS9/HLA-A/HLA-E/CCR2",5
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","4/72","19/18903",7.18072393046799e-07,1.02478097369392e-05,4.74024272901554e-06,"LGALS9/HLA-A/HLA-B/HLA-E",4
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","9/72","266/18903",7.42030774674727e-07,1.05336961293772e-05,4.87248278107214e-06,"IL10/IL1B/CD40LG/LGALS9/APP/FZD4/KIT/CD36/CD40",9
"GO:0007369","GO:0007369","gastrulation","8/72","196/18903",7.85722281719605e-07,1.10952256939668e-05,5.13222476535964e-06,"WNT11/IL10/FN1/COL4A2/COL6A1/ITGB2/FZD7/EPHA2",8
"GO:0002716","GO:0002716","negative regulation of natural killer cell mediated immunity","4/72","20/18903",8.95009794106228e-07,1.25185067518447e-05,5.79057985382622e-06,"LGALS9/HLA-A/HLA-B/HLA-E",4
"GO:1904019","GO:1904019","epithelial cell apoptotic process","7/72","137/18903",8.95845432856575e-07,1.25185067518447e-05,5.79057985382622e-06,"WNT11/IL10/CD40LG/THBS1/CDH5/ICAM1/CD40",7
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","5/72","47/18903",9.42986518913921e-07,1.30414063414745e-05,6.03245309712161e-06,"LGALS9/HLA-A/HLA-B/HLA-E/KLRK1",5
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","5/72","47/18903",9.42986518913921e-07,1.30414063414745e-05,6.03245309712161e-06,"TNFSF4/LGALS9/HLA-A/HLA-E/CCR2",5
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","8/72","202/18903",9.86400779902952e-07,1.3571863038357e-05,6.27782196764146e-06,"IL10/TNFSF4/LGALS9/CDH1/HLA-DRB1/JAG1/CD74/NOTCH1",8
"GO:1903829","GO:1903829","positive regulation of protein localization","11/72","451/18903",1.02938924654584e-06,1.40910783085841e-05,6.51799098645295e-06,"TGFB2/EGF/IGF1/IL1A/IL1B/CDH1/ITGB2/HLA-DRB1/EGFR/EPHA2/EPHA3",11
